 ---
book	text	lemmata
918	madeṣu sarvadhāḥ asi	mada sarva dhā as
918	pari yaḥ rodasī ubhe	pari yad rodasī ubh
918	sadyaḥ vājebhiḥ arṣati	sadyas vāja ṛṣ
918	madeṣu sarvadhāḥ asi	mada sarva dhā as
918	sa śuṣmī kalaśeṣu ā	tad śuṣmin kalaśa ā
918	ā punānaḥ acikradat	ā pū krand
918	madeṣu sarvadhāḥ asi	mada sarva dhā as
 ---
919	yat soma citram ukthyam	yad soma citra ukthya
919	divyam pārthivam vasu	divya pārthiva vasu
919	tat naḥ punānaḥ ā bhara	tad mad pū ā bhṛ
919	yuvam hi sthaḥ svarpatī	tvad hi as svarpati
919	indraḥ ca soma gopatī	indra ca soma gopati
919	īśānā pipyatam dhiyaḥ	īś pyā dhī
919	vṛṣā punānaḥ āyuṣu	vṛṣan pū āyu
919	stanayan adhi barhiṣi	stanay adhi barhis
919	hariḥ san yonim ā asadat	hari as yoni āsad
919	avāvaśanta dhītayaḥ	vāś dhīti
919	vṛṣabhasya adhi retasi	vṛṣabha adhi retas
919	sūnoḥ vatsasya mātaraḥ	sūnu vatsa mātṛ
919	kuvit vṛṣaṇyantībhyaḥ	kuvid vṛṣaṇy
919	punānaḥ garbham ādadhat	pū garbha ādhā
919	yāḥ śukram duhate payaḥ	yad śukra duh payas
919	upa śikṣa apatasthuṣaḥ	upa śikṣ apasthā
919	bhiyasam ā dhehi śatruṣu	bhiyas ā dhā śatru
919	pavamāna vidāḥ rayim	pavamāna vid rayi
919	ni śatroḥ soma vṛṣṇyam	ni śatru soma vṛṣṇya
919	ni śuṣmam ni vayaḥ tira	ni śuṣma ni vayas tṛ
919	dūre vā sataḥ anti vā	dūra vā as anti vā
 ---
920	pra kaviḥ devavītaye	pra kavi deva vīti
920	avyaḥ vārebhiḥ arṣati	avya vāra ṛṣ
920	sāhvān viśvāḥ abhi spṛdhaḥ	sah viśva abhi spṛdh
920	sa hi smā jaritṛbhyaḥ ā	tad hi sma jaritṛ ā
920	vājam gomantam invati	vāja gomat inv
920	pavamānaḥ sahasriṇam	pū sahasrin
920	pari viśvāni cetasā	pari viśva cetas
920	mṛśase pavase matī	mṛś pū mati
920	sa naḥ soma śravaḥ vidaḥ	tad mad soma śravas vid
920	abhi arṣa bṛhat yaśaḥ	abhi ṛṣ bṛhat yaśas
920	maghavadbhyaḥ dhruvam rayim	maghavan dhruva rayi
920	iṣam stotṛbhyaḥ ā bhara	iṣ stotṛ ā bhṛ
920	tvam rājā iva suvrataḥ	tvad rājan iva suvrata
920	giraḥ soma ā viveśitha	gir soma ā viś
920	punānaḥ vahne adbhuta	pū vahni adbhuta
920	sa vahniḥ apsu duṣTaraḥ	tad vahni ap duṣṭara
920	mṛjyamānaḥ gabhastyoḥ	mṛj gabhasti
920	somaḥ camūṣu sīdati	soma camū sad
920	krīLuḥ makhaḥ na maṁhayuḥ	krīḍu makha na maṃhayu
920	pavitram soma gacchasi	pavitra soma gam
920	dadhat stotre suvīryam	dhā stotṛ su vīrya
 ---
921	ete dhāvanti indavaḥ	etad dhāv indu
921	somāḥ indrāya ghṛṣvayaḥ	soma indra ghṛṣvi
921	matsarāsaḥ svarvidaḥ	matsara svar vid
921	pravṛṇvantaḥ abhiyujaḥ	pravṛ abhiyuj
921	suṣvaye varivovidaḥ	suṣvi varivas vid
921	svayam stotre vayaskṛtaḥ	svayam stotra vayaskṛt
921	vṛthā krīLantaḥ indavaḥ	vṛthā krīḍ indu
921	sadhastham abhi ekam it	sadhastha abhi eka id
921	sindhoḥ ūrmā vi akṣaran	sindhu ūrmi vi kṣar
921	ete viśvāni vāryā	etad viśva vārya
921	pavamānāsaḥ āśata	pū aś
921	hitāḥ na saptayaḥ rathe	hi na sapti ratha
921	ā asmin piśaṅgam indavaḥ	ā idam piśaṅga indu
921	dadhātā venam ādiśe	dhā vena ādiś
921	yaḥ asmabhyam arāvā	yad mad arāvan
921	ṛbhuḥ na rathyam navam	ṛbhu na rathya nava
921	dadhātā ketam ādiśe	dhā keta ādiś
921	śukrāḥ pavadhvam arṇasā	śukra pū arṇas
921	ete u tye avīvaśan	etad u tya vāś
921	kāṣThām vājinaḥ akrata	kāṣṭhā vājin kṛ
921	sataḥ pra asāviṣuḥ matim	satas prasū mati
 ---
922	ete somāsaḥ āśavaḥ	etad soma āśu
922	rathāḥ iva pra vājinaḥ	ratha iva pra vājin
922	sargāḥ sṛṣTāḥ aheṣata	sarga sṛj hi
922	ete vātāḥ iva uravaḥ	etad vāta iva uru
922	parjanyasya iva vṛṣTayaḥ	parjanya iva vṛṣṭi
922	agneḥ iva bhramāḥ vṛthā	agni iva bhrama vṛthā
922	ete pūtāḥ vipaścitaḥ	etad pū vipaścit
922	somāsaḥ dadhyāśiraḥ	soma dadhi āśir
922	vipā vi ānaśuḥ dhiyaḥ	vip vi aś dhī
922	ete mṛṣTāḥ amartyāḥ	etad mṛj amartya
922	sasṛvāṁsaḥ na śaśramuḥ	sṛ na śram
922	iyakṣantaḥ pathaḥ rajaḥ	iyakṣ pathin rajas
922	ete pṛṣThāni rodasoḥ	etad pṛṣṭha rodas
922	viprayantaḥ vi ānaśuḥ	vipre vi aś
922	uta idam uttamam rajaḥ	uta idam uttama rajas
922	tantum tanvānam uttamam	tantu tan uttama
922	anu pravataḥ āśata	anu pravat aś
922	uta idam uttamāyyam	uta idam uttamāyya
922	tvam soma paṇibhyaḥ ā	tvad soma paṇi ā
922	vasu gavyāni dhārayaḥ	vasu gavya dhāray
922	tatam tantum acikradaḥ	tan tantu krand
 ---
923	somāḥ asṛgram āśavaḥ	soma sṛj āśu
923	madhoḥ madasya dhārayā	madhu mada dhārā
923	abhi viśvāni kāvyā	abhi viśva kāvya
923	anu pratnāsaḥ āyavaḥ	anu pratna āyu
923	padam navīyaḥ akramuḥ	pada navīyas kram
923	ruce jananta sūryam	ruc jan sūrya
923	ā pavamāna naḥ bhara	ā pū mad bhṛ
923	aryaḥ adāśuṣaḥ gayam	ari a dāś gaya
923	kṛdhi prajāvatīḥ iṣaḥ	kṛ prajāvat iṣ
923	abhi somāsaḥ āyavaḥ	abhi soma āyu
923	pavante madyam madam	pū mad mada
923	abhi kośam madhuścutam	abhi kośa madhuścut
923	somaḥ arṣati dharṇasiḥ	soma ṛṣ dharṇasi
923	dadhānaḥ indriyam rasam	dhā indriya rasa
923	suvīraḥ abhiśastipāḥ	su vīra abhiśasti pā
923	indrāya soma pavase	indra soma pū
923	devebhyaḥ sadhamādyaḥ	deva sadhamādya
923	indo vājam siṣāsasi	indu vāja siṣās
923	asya pītvā madānām	idam pā mada
923	indraḥ vṛtrāṇi aprati	indra vṛtra aprati
923	jaghāna jaghanat ca nu	han han ca nu
 ---
924	pra somāsaḥ adhanviṣuḥ	pra soma dhanv
924	pavamānāsaḥ indavaḥ	pū indu
924	śrīṇānāḥ apsu mṛñjata	śrī ap mṛj
924	abhi gāvaḥ adhanviṣuḥ	abhi go dhanv
924	āpaḥ na pravatā yatīḥ	ap na pravat i
924	punānāḥ indram āśata	pū indra aś
924	pra pavamāna dhanvasi	pra pū dhanv
924	soma indrāya pātave	soma indra pā
924	nṛbhiḥ yataḥ vi nīyase	nṛ yam vi nī
924	tvam soma nṛmādanaḥ	tvad soma nṛ mādana
924	pavasva carṣaṇīsahe	pū carṣaṇī sah
924	sasniḥ yaḥ anumādyaḥ	sasni yad anumad
924	indo yat adribhiḥ sutaḥ	indu yat adri su
924	pavitram paridhāvasi	pavitra paridhāv
924	aram indrasya dhāmne	aram indra dhāman
924	pavasva vṛtrahantama	pū vṛtra hantama
924	ukthebhiḥ anumādyaḥ	uktha anumad
924	śuciḥ pāvakaḥ adbhutaḥ	śuci pāvaka adbhuta
924	śuciḥ pāvakaḥ ucyate	śuci pāvaka vac
924	somaḥ sutasya madhvaḥ	soma su madhu
924	devāvīḥ aghaśaṁsahā	devāvī agha śaṃsa han
 ---
925	pavasva dakṣasādhanaḥ	pū dakṣa sādhana
925	devebhyaḥ pītaye hare	deva pā hari
925	marudbhyaḥ vāyave madaḥ	marut vāyu mada
925	pavamāna dhiyā hitaḥ	pū dhī hi
925	abhi yonim kanikradat	abhi yoni kanikrad
925	dharmaṇā vāyum ā viśa	dharman vāyu ā viś
925	sam devaiḥ śobhate vṛṣā	sam deva śubh vṛṣan
925	kaviḥ yonau adhi priyaḥ	kavi yoni adhi priya
925	vṛtrahā devavītamaḥ	vṛtra han deva vītama
925	viśvā rūpāṇi āviśan	viśva rūpa āviś
925	punānaḥ yāti haryataḥ	pū yā haryata
925	yatra amṛtāsaḥ āsate	yatra amṛta ās
925	aruṣaḥ janayan giraḥ	aruṣa janay gir
925	somaḥ pavate āyuṣak	soma pū āyuṣak
925	indram gacchan kavikratuḥ	indra gam kavi kratu
925	ā pavasva madintama	ā pū madintama
925	pavitram dhārayā kave	pavitra dhārā kavi
925	arkasya yonim āsadam	arka yoni āsad
 ---
926	tam amṛkṣanta vājinam	tad mṛj vājin
926	upasthe aditeḥ adhi	upastha aditi adhi
926	viprāsaḥ aṇvyā dhiyā	vipra aṇu dhī
926	tam gāvaḥ abhi anūṣata	tad go abhi nū
926	sahasradhāram akṣitam	sahasra dhārā akṣita
926	indum dhartāram ā divaḥ	indu dhartṛ ā div
926	tam vedhām medhayā ahyan	tad vedhas medhā hi
926	pavamānam adhi dyavi	pū adhi div
926	dharṇasim bhūridhāyasam	dharṇasi bhūri dhāyas
926	tam ahyan bhurijoḥ dhiyā	tad hi bhurij dhī
926	saṁvasānam vivasvataḥ	saṃvas vivasvant
926	patim vācaḥ adābhyam	pati vāc adābhya
926	tam sānau adhi jāmayaḥ	tad sānu adhi jāmi
926	harim hinvanti adribhiḥ	hari hi adri
926	haryatam bhūricakṣasam	haryata bhūri cakṣas
926	tam tvā hinvanti vedhasaḥ	tad tvad hi vedhas
926	pavamāna girāvṛdham	pū girāvṛdh
926	indo indrāya matsaram	indu indra matsara
 ---
927	eṣa kaviḥ abhiṣTutaḥ	etad kavi abhiṣṭu
927	pavitre adhi tośate	pavitra adhi tuś
927	punānaḥ ghnan apa sridhaḥ	pū han apa sridh
927	eṣaḥ indrāya vāyave	etad indra vāyu
927	svarjit pari sicyate	svar jit pari sic
927	pavitre dakṣasādhanaḥ	pavitra dakṣa sādhana
927	eṣa nṛbhiḥ vi nīyate	etad nṛ vi nī
927	divaḥ mūrdhā vṛṣā sutaḥ	div mūrdhan vṛṣan su
927	somaḥ vaneṣu viśvavit	soma vana viśva vid
927	eṣa gavyuḥ acikradat	etad gavyu krand
927	pavamānaḥ hiraṇyayuḥ	pū hiraṇyayu
927	induḥ satrājit astṛtaḥ	indu satrājit astṛta
927	eṣa sūryeṇa hāsate	etad sūrya hās
927	pavamānaḥ adhi dyavi	pū adhi div
927	pavitre matsaraḥ madaḥ	pavitra matsara mada
927	eṣa śuṣmī asiṣyadat	etad śuṣmin syand
927	antarikṣe vṛṣā hariḥ	antarikṣa vṛṣan hari
927	punānaḥ induḥ indram ā	pū indu indra ā
 ---
928	eṣa vājī hitaḥ nṛbhiḥ	etad vājin hi nṛ
928	viśvavit manasaḥ patiḥ	viśva vid manas pati
928	avyaḥ vāram vi dhāvati	avya vāra vi dhāv
928	eṣa pavitre akṣarat	etad pavitra kṣar
928	somaḥ devebhyaḥ sutaḥ	soma deva su
928	viśvā dhāmāni āviśan	viśva dhāman āviś
928	eṣa devaḥ śubhāyate	etad deva śubhāy
928	adhi yonau amartyaḥ	adhi yoni amartya
928	vṛtrahā devavītamaḥ	vṛtra han deva vītama
928	eṣa vṛṣā kanikradat	etad vṛṣan kanikrad
928	daśabhiḥ jāmibhiḥ yataḥ	daśan jāmi yam
928	abhi droṇāni dhāvati	abhi droṇa dhāv
928	eṣa sūryam arocayat	etad sūrya rocay
928	pavamānaḥ vicarṣaṇiḥ	pū vicarṣaṇi
928	viśvā dhāmāni viśvavit	viśva dhāman viśva vid
928	eṣa śuṣmī adābhyaḥ	etad śuṣmin adābhya
928	somaḥ punānaḥ arṣati	soma pū ṛṣ
928	devāvīḥ aghaśaṁsahā	devāvī agha śaṃsa han
 ---
929	pra asya dhārāḥ akṣaran	pra idam dhārā kṣar
929	vṛṣṇaḥ sutasya ojasā	vṛṣan su ojas
929	devān anu prabhūṣataḥ	deva anu prabhūṣ
929	saptim mṛjanti vedhasaḥ	sapti mṛj vedhas
929	gṛṇantaḥ kāravaḥ girā	gṛ kāru giri
929	jyotiḥ jajñānam ukthyam	jyotis jan ukthya
929	suṣahā soma tāni te	suṣaha soma tad tvad
929	punānāya prabhūvaso	pū prabhūvasu
929	vardhā samudram ukthyam	vṛdh samudra ukthya
929	viśvā vasūni saṁjayan	viśva vasu saṃji
929	pavasva soma dhārayā	pū soma dhārā
929	inu dveṣāṁsi sadhryak	dveṣas sadhryañc
929	rakṣā su naḥ araruṣaḥ	rakṣ su mad a rā
929	svanāt samasya kasya cit	svana sama ka cit
929	nidaḥ yatra mumucmahe	nid yatra muc
929	ā indo pārthivam rayim	ā indu pārthiva rayi
929	divyam pavasva dhārayā	divya pū dhārā
929	dyumantam śuṣmam ā bhara	dyumat śuṣma ā bhṛ
 ---
930	pra dhārāḥ asya śuṣmiṇaḥ	pra dhārā idam śuṣmin
930	vṛthā pavitre akṣaran	vṛthā pavitra kṣar
930	punānaḥ vācam iṣyati	pū vāc iṣ
930	induḥ hiyānaḥ sotṛbhiḥ	indu hi sotṛ
930	mṛjyamānaḥ kanikradat	mṛj kanikrad
930	iyarti vagnum indriyam	ṛch vagnu indriya
930	ā naḥ śuṣmam nṛṣāhyam	ā mad śuṣma nṛṣāhya
930	vīravantam puruspṛham	vīravat puruspṛh
930	pavasva soma dhārayā	pū soma dhārā
930	pra somaḥ ati dhārayā	pra soma ati dhārā
930	pavamānaḥ asiṣyadat	pū syand
930	abhi droṇāni āsadam	abhi droṇa āsad
930	apsu tvā madhumattamam	ap tvad madhumattama
930	harim hinvanti adribhiḥ	hari hi adri
930	indo indrāya pītaye	indu indra pā
930	sunotā madhumattamam	su madhumattama
930	somam indrāya vajriṇe	soma indra vajrin
930	cārum śardhāya matsaram	cāru śardha matsara
 ---
931	pra somāsaḥ svādhyaḥ	pra soma svādhī
931	pavamānāsaḥ akramuḥ	pū kram
931	rayim kṛṇvanti cetanam	rayi kṛ cetana
931	divaḥ pṛthivyāḥ adhi	div pṛthivī adhi
931	bhava indo dyumnavardhanaḥ	bhū indu dyumna vardhana
931	bhavā vājānām patiḥ	bhū vāja pati
931	tubhyam vātāḥ abhipriyaḥ	tvad vāta abhiprī
931	tubhyam arṣanti sindhavaḥ	tvad ṛṣ sindhu
931	soma vardhanti te mahaḥ	soma vṛdh tvad mahas
931	ā pyāyasva sam etu te	ā pyā sam i tvad
931	viśvataḥ soma vṛṣṇyam	viśvatas soma vṛṣṇya
931	bhavā vājasya saṁgathe	bhū vāja saṃgatha
931	tubhyam gāvaḥ ghṛtam payaḥ	tvad go ghṛta payas
931	babhro duduhre akṣitam	babhru duh akṣita
931	varṣiṣThe adhi sānavi	varṣiṣṭha adhi sānu
931	svāyudhasya te sataḥ	su āyudha tvad as
931	bhuvanasya pate vayam	bhuvana pati mad
931	indo sakhitvam uśmasi	indu sakhi tva vaś
 ---
932	pra somāsaḥ madacyutaḥ	pra soma madacyut
932	śravase naḥ maghonaḥ	śravas mad maghavan
932	sutāḥ vidathe akramuḥ	su vidatha kram
932	āt īm tritasya yoṣaṇaḥ	āt īṃ trita yoṣan
932	harim hinvanti adribhiḥ	hari hi adri
932	indum indrāya pītaye	indu indra pā
932	āt īm haṁsaḥ yathā gaṇam	āt īṃ haṃsa yathā gaṇa
932	viśvasya avīvaśat matim	viśva vāś mati
932	atyaḥ na gobhiḥ ajyate	atya na go añj
932	ubhe soma avacākaśat	ubh soma avacākaś
932	mṛgaḥ na taktaḥ arṣasi	mṛga na tak ṛṣ
932	sīdan ṛtasya yonim ā	sad ṛta yoni ā
932	abhi gāvaḥ anūṣata	abhi go nū
932	yoṣā jāram iva priyam	yoṣā jāra iva priya
932	agan ājim yathā hitam	gam āji yathā hi
932	asme dhehi dyumat yaśaḥ	mad dhā dyumat yaśas
932	maghavadbhyaḥ ca mahyam ca	maghavan ca mad ca
932	sanim medhām uta śravaḥ	sani medhā uta śravas
 ---
933	pra somāsaḥ vipaścitaḥ	pra soma vipaścit
933	apām na yanti ūrmayaḥ	ap na i ūrmi
933	vanāni mahiṣāḥ iva	vana mahiṣa iva
933	abhi droṇāni babhravaḥ	abhi droṇa babhru
933	śukrāḥ ṛtasya dhārayā	śukra ṛta dhārā
933	vājam gomantam akṣaran	vāja gomat kṣar
933	sutāḥ indrāya vāyave	su indra vāyu
933	varuṇāya marudbhyaḥ	varuṇa marut
933	somāḥ arṣanti viṣṇave	soma ṛṣ viṣṇu
933	tisraḥ vācaḥ ut īrate	tri vāc ud īr
933	gāvaḥ mimanti dhenavaḥ	go mā dhenu
933	hariḥ eti kanikradat	hari i kanikrad
933	abhi brahmīḥ anūṣata	abhi brahmī nū
933	yahvīḥ ṛtasya mātaraḥ	yahva ṛta mātṛ
933	marmṛjyante divaḥ śiśum	marmṛj div śiśu
933	rāyaḥ samudrān caturaḥ	rai samudra catur
933	asmabhyam soma viśvataḥ	mad soma viśvatas
933	ā pavasva sahasriṇaḥ	ā pū sahasrin
 ---
934	pra suvānaḥ dhārayā tanā	pra su dhārā tan
934	induḥ hinvānaḥ arṣati	indu hi ṛṣ
934	rujat dṛLhā vi ojasā	ruj dṛḍha vi ojas
934	sutaḥ indrāya vāyave	su indra vāyu
934	varuṇāya marudbhyaḥ	varuṇa marut
934	somaḥ arṣati viṣṇave	soma ṛṣ viṣṇu
934	vṛṣāṇam vṛṣabhiḥ yatam	vṛṣan vṛṣan yam
934	sunvanti somam adribhiḥ	su soma adri
934	duhanti śakmanā payaḥ	duh śakman payas
934	bhuvat tritasya marjyaḥ	bhū trita mṛj
934	bhuvat indrāya matsaraḥ	bhū indra matsara
934	sam rūpaiḥ ajyate hariḥ	sam rūpa añj hari
934	abhi īm ṛtasya viṣTapam	abhi īṃ ṛta viṣṭap
934	duhate pṛśnimātaraḥ	duh pṛśni mātṛ
934	cāru priyatamam haviḥ	cāru priyatama havis
934	sam enam ahrutāḥ imāḥ	sam enad ahruta idam
934	giraḥ arṣanti sasrutaḥ	gir ṛṣ sasrut
934	dhenūḥ vāśraḥ avīvaśat	dhenu vāśra vāś
 ---
935	ā naḥ pavasva dhārayā	ā mad pū dhārā
935	pavamāna rayim pṛthum	pū rayi pṛthu
935	yayā jyotiḥ vidāsi naḥ	yad jyotis vid mad
935	indo samudramīṅkhaya	indu samudramīṅkhaya
935	pavasva viśvamejaya	pū viśvamejaya
935	rāyaḥ dhartā naḥ ojasā	rai dhartṛ mad ojas
935	tvayā vīreṇa vīravaḥ	tvad vīra vīravat
935	abhi syāma pṛtanyataḥ	abhi as pṛtany
935	kṣarā naḥ abhi vāryam	kṣar mad abhi vārya
935	pra vājam induḥ iṣyati	pra vāja indu iṣ
935	siṣāsan vājasāḥ ṛṣiḥ	siṣās vāja sā ṛṣi
935	vratā vidānaḥ āyudhā	vrata vid āyudha
935	tam gīrbhiḥ vācamīṅkhayam	tad gir vācamīṅkhaya
935	punānam vāsayāmasi	pū vāsay
935	somam janasya gopatim	soma jana gopati
935	viśvaḥ yasya vrate janaḥ	viśva yad vrata jana
935	dādhāra dharmaṇaḥ pateḥ	dhṛ dharman pati
935	punānasya prabhūvasoḥ	pū prabhūvasu
 ---
936	asarji rathyaḥ yathā	sṛj rathya yathā
936	pavitre camvoḥ sutaḥ	pavitra camū su
936	kārṣman vājī ni akramīt	kārṣman vājin ni kram
936	sa vahniḥ soma jāgṛviḥ	tad vahni soma jāgṛvi
936	pavasva devavīḥ ati	pū deva vī ati
936	abhi kośam madhuścutam	abhi kośa madhuścut
936	sa naḥ jyotīṁṣi pūrvya	tad mad jyotis pūrvya
936	pavamāna vi rocaya	pū vi rocay
936	kratve dakṣāya naḥ hinu	kratu dakṣa mad hi
936	śumbhamānaḥ ṛtāyubhiḥ	śubh ṛtāyu
936	mṛjyamānaḥ gabhastyoḥ	mṛj gabhasti
936	pavate vāre avyaye	pū vāra avyaya
936	sa viśvā dāśuṣe vasu	tad viśva dāś vasu
936	somaḥ divyāni pārthivā	soma divya pārthiva
936	pavatām ā antarikṣyā	pū antarikṣya
936	ā divaḥ pṛṣTham aśvayuḥ	ā div pṛṣṭha aśvayu
936	gavyayuḥ soma rohasi	gavyayu soma ruh
936	vīrayuḥ śavasaḥ pate	vīrayu śavas pati
 ---
937	sa sutaḥ pītaye vṛṣā	sa su pā vṛṣan
937	somaḥ pavitre arṣati	soma pavitra ṛṣ
937	vighnan rakṣāṁsi devayuḥ	vihan rakṣas devayu
937	sa pavitre vicakṣaṇaḥ	tad pavitra vicakṣaṇa
937	hariḥ arṣati dharṇasiḥ	hari ṛṣ dharṇasi
937	abhi yonim kanikradat	abhi yoni kanikrad
937	sa vājī rocanā divaḥ	tad vājin rocana div
937	pavamānaḥ vi dhāvati	pū vi dhāv
937	rakṣohā vāram avyayam	rakṣas han vāra avyaya
937	sa tritasya adhi sānavi	tad trita adhi sānu
937	pavamānaḥ arocayat	pū rocay
937	jāmibhiḥ sūryam saha	jāmi sūrya saha
937	sa vṛtrahā vṛṣā sutaḥ	tad vṛtra han vṛṣan su
937	varivovit adābhyaḥ	varivas vid adābhya
937	somaḥ vājam iva asarat	soma vāja iva sṛ
937	sa devaḥ kavinā iṣitaḥ	tad deva kavi iṣ
937	abhi droṇāni dhāvati	abhi droṇa dhāv
937	induḥ indrāya maṁhanā	indu indra maṃhanā
 ---
938	eṣaḥ u sya vṛṣā rathaḥ	etad u tya vṛṣan ratha
938	avyaḥ vārebhiḥ arṣati	avya vāra ṛṣ
938	gacchan vājam sahasriṇam	gam vāja sahasrin
938	etam tritasya yoṣaṇaḥ	etad trita yoṣan
938	harim hinvanti adribhiḥ	hari hi adri
938	indum indrāya pītaye	indu indra pā
938	etam tyam haritaḥ daśa	etad tya harit daśan
938	marmṛjyante apasyuvaḥ	marmṛj apasyu
938	yābhiḥ madāya śumbhate	yad mada śubh
938	eṣa sya mānuṣīṣu ā	etad tya mānuṣa ā
938	śyenaḥ na vikṣu sīdati	śyena na viś sad
938	gacchan jāraḥ na yoṣitam	gam jāra na yoṣit
938	eṣa sya madyaḥ rasaḥ	etad tya mad rasa
938	ava caṣTe divaḥ śiśuḥ	ava cakṣ div śiśu
938	yaḥ induḥ vāram ā aviśat	yad indu vāra āviś
938	eṣa sya pītaye sutaḥ	etad tya pā su
938	hariḥ arṣati dharṇasiḥ	hari ṛṣ dharṇasi
938	krandan yonim abhi priyam	krand yoni abhi priya
 ---
939	āśuḥ arṣa bṛhanmate	āśu ṛṣ bṛhat mati
939	pari priyeṇa dhāmnā	pari priya dhāman
939	yatra devāḥ iti bravan	yatra deva iti brū
939	pariṣkṛṇvan aniṣkṛtam	pariṣkṛ a niṣkṛ
939	janāya yātayan iṣaḥ	jana yātay iṣ
939	vṛṣTim divaḥ pari srava	vṛṣṭi div pari sru
939	sutaḥ eti pavitre ā	su i pavitra ā
939	tviṣim dadhānaḥ ojasā	tviṣi dhā ojas
939	vicakṣāṇaḥ virocayan	vicakṣ virocay
939	ayam sa yaḥ divaḥ pari	idam tad yad div pari
939	raghuyāmā pavitre ā	raghu yāman pavitra ā
939	sindhoḥ ūrmā vi akṣarat	sindhu ūrmi vi kṣar
939	āvivāsan parāvataḥ	āvivās parāvat
939	atha u arvāvataḥ sutaḥ	atho arvāvat su
939	indrāya sicyate madhu	indra sic madhu
939	samīcīnāḥ anūṣata	samīcīna nū
939	harim hinvanti adribhiḥ	hari hi adri
939	yonau ṛtasya sīdata	yoni ṛta sad
 ---
940	punānaḥ akramīt abhi	pū kram abhi
940	viśvāḥ mṛdhaḥ vicarṣaṇiḥ	viśva mṛdh vicarṣaṇi
940	śumbhanti vipram dhītibhiḥ	śubh vipra dhīti
940	ā yonim aruṇaḥ ruhat	ā yoni aruṇa ruh
940	gamat indram vṛṣā sutaḥ	gam indra vṛṣan su
940	dhruve sadasi sīdati	dhruva sadas sad
940	nū naḥ rayim mahām indo	nu mad rayi maha indu
940	asmabhyam soma viśvataḥ	mad soma viśvatas
940	ā pavasva sahasriṇam	ā pū sahasrin
940	viśvā soma pavamāna	viśva soma pū
940	dyumnāni indo ā bhara	dyumna indu ā bhṛ
940	vidāḥ sahasriṇīḥ iṣaḥ	vid sahasrin iṣ
940	sa naḥ punānaḥ ā bhara	tad mad pū ā bhṛ
940	rayim stotre suvīryam	rayi stotra su vīrya
940	jarituḥ vardhayā giraḥ	jaritṛ vardhay gir
940	punānaḥ indo ā bhara	pū indu ā bhṛ
940	soma dvibarhasam rayim	soma dvibarhas rayi
940	vṛṣan indo naḥ ukthyam	vṛṣan indu mad ukthya
 ---
941	pra ye gāvaḥ na bhūrṇayaḥ	pra yad go na bhūrṇi
941	tveṣāḥ ayāsaḥ akramuḥ	tveṣa ayās kram
941	ghnantaḥ kṛṣṇām apa tvacam	han kṛṣṇa apa tvac
941	suvitasya manāmahe	suvita man
941	ati setum durāvyam	ati setu durāvya
941	sāhvāṁsaḥ dasyum avratam	sah dasyu avrata
941	śṛṇve vṛṣTeḥ iva svanaḥ	śru vṛṣṭi iva svana
941	pavamānasya śuṣmiṇaḥ	pū śuṣmin
941	caranti vidyutaḥ divi	car vidyut div
941	ā pavasva mahīm iṣam	ā pū mah iṣ
941	gomat indo hiraṇyavat	gomat indu hiraṇyavat
941	aśvāvat vājavat sutaḥ	aśvāvat vājavat su
941	sa pavasva vicarṣaṇe	tad pū vicarṣaṇi
941	ā mahī rodasī pṛṇa	ā mah rodas pṛṇ
941	uṣāḥ sūryaḥ na raśmibhiḥ	uṣas sūrya na raśmi
941	pari naḥ śarmayantyā	pari mad śarmay
941	dhārayā soma viśvataḥ	dhārā soma viśvatas
941	sarā rasā iva viṣTapam	sṛ rasā iva viṣṭap
 ---
942	janayan rocanā divaḥ	janay rocana div
942	janayan apsu sūryam	janay ap sūrya
942	vasānaḥ gāḥ apaḥ hariḥ	vas go ap hari
942	eṣa pratnena manmanā	etad pratna manman
942	devaḥ devebhyaḥ pari	deva deva pari
942	dhārayā pavate sutaḥ	dhārā pū su
942	vāvṛdhānāya tūrvaye	vṛdh tūrvi
942	pavante vājasātaye	pū vājasāti
942	somāḥ sahasrapājasaḥ	soma sahasra pājas
942	duhānaḥ pratnam it payaḥ	duh pratna id payas
942	pavitre pari sicyate	pavitra pari sic
942	krandan devān ajījanat	krand deva jan
942	abhi viśvāni vāryā	abhi viśva vārya
942	abhi devān ṛtāvṛdhaḥ	abhi deva ṛtāvṛdh
942	somaḥ punānaḥ arṣati	soma pū ṛṣ
942	gomat naḥ soma vīravat	gomat mad soma vīravat
942	aśvāvat vājavat sutaḥ	aśvāvat vājavat su
942	pavasva bṛhatīḥ iṣaḥ	pū bṛhat iṣ
 ---
943	yaḥ atyaḥ iva mṛjyate	yad atya iva mṛj
943	gobhiḥ madāya haryataḥ	go mada haryata
943	tam gīrbhiḥ vāsayāmasi	tad gir vāsay
943	tam naḥ viśvāḥ avasyuvaḥ	tad mad viśva avasyu
943	giraḥ śumbhanti pūrvathā	gir śubh pūrvathā
943	indum indrāya pītaye	indu indra pā
943	punānaḥ yāti haryataḥ	pū yā haryata
943	somaḥ gīrbhiḥ pariṣkṛtaḥ	soma gir pariṣkṛ
943	viprasya medhyātitheḥ	vipra medhyātithi
943	pavamāna vidāḥ rayim	pavamāna vid rayi
943	asmabhyam soma suśriyam	mad soma su śrī
943	indo sahasravarcasam	indu sahasra varcas
943	induḥ atyaḥ na vājasṛt	indu atya na vāja sṛt
